=== Sheet: Live Sheet for Business Activit ===
Reference Number | Activity ID | Segment | Activity Master: Activity Master Name | Segment (Arabic) | Type | External Approval Required? | Approving Authority | Type of Approval | Description | Description (Arabic) | Status
4.1.26 | 8550002 | Training and Development | Administrative Training Support Services | التطوير والتدريب | General | False |  |  | It includes the existing establishments whose work is linked to educational institutes that provide training in all areas of administrative work. Such establishments provide and equip the learning halls with the latest educational methods as well as the o | يشمل المنشآت القائمة والتى يرتبط عملها بالمعاهد التعليمية التى تقوم بالتدريب فى جميع مجالات العمل الأدارى حيث تقوم تلك المنشآت بتوفير وإعداد قاعات التعلم وربطها باحدث الوسائل التعليمية والخدمات الأخري الوثيقة الصلة بتلك المعاهد ولايشمل هذا الفرع قيام تلك  | Active
35.5 |  | Life Sciences | Biosimilar | علوم الحياة | General | False |  |  |  |  | Active
1.8.14 | 5229017 | Transportation | Sea Shipping Lines Agents | النقل والمواصلات | General | False |  |  | Includes the designated agents held responsible for handling shipments and cargoes and transport of passengers on behalf of ship owners, their services involve, arranging for the pilot and the tugs, drawing up the documents for the customs and harbor serv | يشمل وكلاء الخطوط الملاحية البحرية المخولون من أصحاب السفن وشركات الشحن بتنظيم عمليات النقل البحري للركاب والبضائع والخدمات المتصلة بها، والخدمات التي يقومون بها تشمل تنظيم عمليات سحب وقطر السفن، إستكمال مستندات وإجراءات الجمارك والموانئ، إستلام وتسليم ال | Active
5.2.95 | 7320003 | Consultancy | Statistical Services Consultancies | الاستشارات | General | False |  |  | Includes firms engaged in conducting statistics consultancies and services in economic, social and other domains, it involves data collection whether through questionnaires or from administrative records and then draw indicators which can assist decision  | يشمل المنشآت التي تقوم بالإستشارات والخدمات الإحصائية في المجالات الإقتصادية والإجتماعية وغيرها، ويشمل ذلك جمع البيانات من خلال الإستبيانات أومن السجلات الإدارية ثم إستخلاص المؤشرات التي تساعد متخذي القرار في معرفة البدائل المختلفة المتاحة التي تمكن من تق | Active
8.2.11 | 2100904 | Healthcare Support | Biotech Pharmaceuticals Manufacturing | دعم الرعاية الصحية | General | False |  |  |  |  | Active
8.2.12 | 2310024 | Healthcare Support | Laboratory, Hygienic or Pharmaceutical Glassware Manufacturing | دعم الرعاية الصحية | General | False |  |  |  |  | Active
8.2.13 | 2651009 | Healthcare Support | Laboratory Analytical Instruments Manufacturing | دعم الرعاية الصحية | General | False |  |  |  |  | Active
2.7.9 | 8020002 | Security and Surveillance | Security Control and Command Services | الامن والمراقبة | General | False |  |  | Includes receiving and monitoring alarm of robbery and offensive breaking in, or medical emergency, and to provide the subscribers with the required help or notify the concerned authority, also, providing subscribers’ locations with camera surveillance to | تشمل المنشآت التي تعمل على إستقبال أو رصد  إشارات الإنذار بحدوث سرقة أو إقتحام أو إغاثة  بأزمة طبية للمشتركين معها في الخدمة وذلك بالإستجابة لهم بتقديم المساعدة بالإنتقال وإبلاغ الجهات المعنية, كما تشمل المنشآت   التي تقوم بمراقبة مواقع المشتركين تلفزيوني | Active
3.4.10 | 9311003 | Event Management | Sport Tournaments Organizing Services | ادارة الفعاليات | General | False |  |  | Includes firms which organize sports, races and tournaments and subsequently conduct contacts with the international and local sports associations, sports teams or sportsmen, enroll sportsmen, set tournament schedules, prepare grounds or courts, supervise | يشمل المنشآت التي تعمل في مجال تنظيم أنواع السباقات  والدورات الرياضية كإجراء الإتصالات بالإتحادات الرياضية   الدولية والمحلية وكذلك بالفرق الرياضية أو المتسابقين   المشاركين, كما يشمل ذلك تسجيل المتسابقين ووضع جداول   المسابقات وتحضير الملاعب أو ميادين ا | Active
3.4.11 | 9311016 | Event Management | Educational Institutions’ Sport Facilities Leasing | ادارة الفعاليات | General | False |  |  | Rental of stadiums, swimming pools and gymnasiums belonging to school buildings to licensed entities to provide sports activities within the state outside the official working hours of schools. | تأجير الملاعب والمسابح والصالات الرياضية التابعة للمباني المدرسية لجهات مرخصه لتقديم خدمات النشاط الرياضي داخل الدولة وذلك في خارج أوقات الدوام الرسمي للمدارس. | Active
5.1.122 | 9609025 | Service Provider | Planning and Implementing Corporate Social Responsibility Initiatives | مزود الخدمات | Special | False |  |  | Includes initiating corporate Social Responsibility activities such as environmental, cultural, and social or community support projects for companies to adopt and implement, as it would enhance the company's social responsibility and activate giving back | يشمل طرح المبادرات المتعلقة بالجوانب البيئية أو الثقافية أو الإجتماعية للشركات من أجل تبنيها وتفعيلها، مما يسهم في عكس المسؤولية الإجتماعية لتلك الشركات فضلا عن إبراز دورها في خدمة المجتمع، ويشمل طرح مبادرة مثل تنظيف الشواطئ، دعم المشاريع الوطنية، ... الخ | Active
5.1.120 | 9602904 | Service Provider | Pet Grooming Salon | مزود الخدمات | Special | False |  |  | Includes providing pets grooming services such as bathing, hair removal, hand stripping, nail clipping, for enhancing the pets’ physical appearance, as well as their well-being and healthiness. | يشمل تقديم خدمات العناية بالحيوانات الأليفة مثل التنظيف، الحلاقة ونتف الشعر، تقليم الأظافر، وذلك للأغراض التجميلية والصحية. | Active
35.15 |  | Life Sciences | Medical Device | علوم الحياة | General | False |  |  |  |  | Active
35.16 |  | Life Sciences | Tissue Engineering | علوم الحياة | General | False |  |  |  |  | Active
35.17 |  | Life Sciences | Stem Cell Research | علوم الحياة | General | False |  |  |  |  | Active
35.18 |  | Life Sciences | Bioinformatics | علوم الحياة | General | False |  |  |  |  | Active
35.19 |  | Life Sciences | Clinical Decision Support System | علوم الحياة | General | False |  |  |  |  | Active
35.2 |  | Life Sciences | Technology Transfer | علوم الحياة | General | False |  |  |  |  | Active
35.20 |  | Life Sciences | Drug Delivery Technology | علوم الحياة | General | False |  |  |  |  | Active
35.21 |  | Life Sciences | Biosecurity | علوم الحياة | General | False |  |  |  |  | Active
35.22 |  | Life Sciences | Clinical Imaging | علوم الحياة | General | False |  |  |  |  | Active
35.23 |  | Life Sciences | Drug Development and Commercialization | علوم الحياة | General | False |  |  |  |  | Active
4.1.5 | 8542004 | Training and Development | Training in the field of Film Production | التطوير والتدريب | General | False |  |  | Includes training on the production of films within the units that provide this type of education called school, studio, classroom etc., which provide formally organized education of hobby, entertainment or self-development, but does not grant a scientifi | يشمل التدريب علي انتاج الافلام ضمن الوحدات التى تقدم هذا النوع من التعليم يطلق عليها المدرسه او الاستديو او الفصل الخ،ووهيتقدم تعلما منظما بشكل رسمي من الهواية او الترفيه او التنمية الذاتية ولكن لايودى الى شهادة مهنية علمية او درجة جامعية. | Active
4.1.6 | 8549008 | Training and Development | Aviation Training Services | التطوير والتدريب | General | False |  |  | Includes firms specialized in training and qualifying individuals to perform technical occupations in aviation. | يشمل المتخصصة في تدريب وتأهيل الأشخاص للعمل في مجال الطيران. | Active
4.1.7 | 8549010 | Training and Development | Training in Mental Math Computational Methods | التطوير والتدريب | General | False |  |  |  |  | Active
4.1.8 | 8549012 | Training and Development | Training on Computer Programs | التطوير والتدريب | General | False |  |  | Training on the design and development of computer systems and computing environments, including design, maintenance and integration of software applications, including programming, system analysis and design, electronic data processing, network managemen | يشمل التدريب علي تصميم وتطوير النظم الحاسوبية وبيئات الحوسبة بما في ذلك الدراسة التصميم والصيانة ودمج التطبيقات البرمجية، ووهيالبرمجة، تحليل و تصميم النظم، المعالجة الإلكترونية للبيانات، إدارة الشبكة، لغات البرمجة (فيجوال بيسك).ويشمل النشاط التدريب علي كا | Active
33.6 | 8530003 | Educational Services | University College | خدمات تعليمية | General | True | (ADEK) Abu Dhabi Department of Education and Knowledge | Post | The scientific institution, which contains specialized colleges of specific majors in academic studies, for a period of no less than four years, providing components of scientific research and the preparation of research and scientific studies, granting g | يشمل المعاهد والكليات العليا التي تقوم بتدريس   بعض المهن التخصصية والتدريب يشمل المعاهد والكليات العليا التي تقوم بتدريس   بعض المهن التخصصية والتدريب عليها في المستوى   التعليمي فوق الثانوي (ودون الجامعي) ومنح الدرجات  والشهادات العلمية المناسبة كتدريس  | Active
5.1.65 | 1410908 | Service Provider | Sewing Headscarves, Hijabs, and Shawls | مزود الخدمات | Special | False |  |  | Includes shops or workshops specialized in scissoring, tailoring, and sewing women's burqas, veils and shawls related to women's clothings, and does not include tailoring women's abayas and clothings. | يشمل المحلات أو المشاغل المتخصصة في قص وتفصيل وخياطة البراقع والحجابات والشيلات الخاصة بالملابس النسائية ولايشمل النشاط تفصيل العباءات أو الملابس النسائية . | Active
5.1.121 | 9609005 | Service Provider | Beauty and Personal Care Center for Men | مزود الخدمات | Special | False |  |  | Establishments that provide beauty and personal care services for men in a comprehensive center that offers (cutting, hairdressing, shaving for men, cutting and trimming nails for men, hair removal and skin cleaning for men, an oriental bath for men, and  | المنشآت التي تقوم بتقديم خدمات التجميل والعناية الشخصية للرجال في مركز شامل يقدم (قص وتصفيف الشعر والحلاقة للرجال، وقص وتقليم الأظافر للرجال، وإزالة الشعر وتنظيف البشرة للرجال، وحمام شرقي للرجال، ونادي صحي للرجال) على أن يتم ممارسة جميع هذه الأنشطة التجار | Active
35.24 |  | Life Sciences | Diagnostic Test | علوم الحياة | General | False |  |  |  |  | Active
35.25 |  | Life Sciences | Biotechnology | علوم الحياة | General | False |  |  |  |  | Active
35.26 |  | Life Sciences | Clinical Trial | علوم الحياة | General | False |  |  |  |  | Active
35.27 |  | Life Sciences | Manufacturing | علوم الحياة | General | False |  |  |  |  | Active
35.28 |  | Life Sciences | Distribution | علوم الحياة | General | False |  |  |  |  | Active
35.29 |  | Life Sciences | Collaborative Research Agreements | علوم الحياة | General | False |  |  |  |  | Active
35.3 |  | Life Sciences | Cell and Gene Therapy | علوم الحياة | General | False |  |  |  |  | Active
35.4 |  | Life Sciences | Vaccine Development | علوم الحياة | General | False |  |  |  |  | Active
32.14 | 7310030 | Smart Autonomous Vehicle Industries | Aerial Displays by Unmanned Aircraft or Drone Airshows. | صناعات السيارات الذكية والمستقلة | General | False |  |  | Establishments that provide air shows by drones equipped with lighting and remote-control systems to display light messages in the sky that can be implemented on various occasions such as concerts, sports events, festivals, trade fairs, and others | المنشآت التي تقوم بتقديم العروض الجوية بواسطة الطائرات بدون طيار المجهزة بأنظمة إضاءة وتحكم عن بُعد لعرض الرسائل الضوئية في السماء و التي يمكن تنفيذها في مناسبات مختلفة مثل الحفلات الموسيقية، والفعاليات الرياضية، والمهرجانات، والمعارض التجارية، وغيرها | Active
32.15 | 8020003 | Smart Autonomous Vehicle Industries | Development of Control and Navigation Systems for Unmanned Aircraft | صناعات السيارات الذكية والمستقلة | General | False |  |  | Establishment that develops drone control & command systems including the design and development of hardware, software and technologies that enable drones to fly safely and effectively. These systems include a variety of hardware and software that control | المنشآت التي تقوم بتطوير أنظمة التحكم والقيادة والسيطرة الخاصة بالطائرات بدون طيار و التي تشمل تصميم وتطوير الأجهزة والبرمجيات والتقنيات التي تمكن الطائرات بدون طيار من الطيران والتحليق بشكل آمن وفعال مثل أنظمة وحدات التحكم ومستشعرات الطيران وأنظمة الاتصا | Active
32.2 | 2910007 | Smart Autonomous Vehicle Industries | Autonomous/Semi-Autonomous Vehicle Manufacturing and Components | صناعات السيارات الذكية والمستقلة | General | False |  |  | Activities focused on manufacturing autonomous and semi-autonomous vehicles and products related to them, including sensors, electronic steering, display and infotainment systems, BS antilock braking system, Robotics, Advanced Driver Assistance Systems (A | تركز الأنشطة على تصنيع المركبات ذاتية أو شبه ذاتية القيادة والمنتجات المتعلقة بها ، بما في ذلك أجهزة الاستشعار ، والتوجيه الإلكتروني ، وأنظمة العرض والتعلم ، ونظام الفرامل، والروبوتات ، وأنظمة المساعدة المتقدمة للسائق ، ومنتجات الاتصالات والبطاريات | Active
33.7 | 8530004 | Educational Services | University | خدمات تعليمية | General | True | (ADEK) Abu Dhabi Department of Education and Knowledge | Post | Scientific and educational institutions consisting of a number of university faculties, in which several different branches of knowledge, applied sciences and social sciences are taught at graduate and postgraduate levels (graduate studies) in accordance  | يشمل المؤسسات العلمية والتعليمية المكونة من عدد   من الكليات الجامعية التي تدرس فيها عدة فروع مختلفة  من فروع المعرفة والعلوم التطبيقية والإجتماعية في   المستوى الجامعي وفوق الجامعي (الدراسات العليا) وفقا  للأنظمة والمناهج الدراسية المتعارف عليها لمدة لات | Active
33.8 | 8530005 | Educational Services | Internet University | خدمات تعليمية | General | True | (ADEK) Abu Dhabi Department of Education and Knowledge | Post |  |  | Active
33.9 | 8542007 | Educational Services | Education of Fine Arts | خدمات تعليمية | General | True | (ADEK) Abu Dhabi Department of Education and Knowledge | Post | Includes specialized schools or institutes that teach a professional and specialized curriculum in field of art education and many means of fine arts, as well as the several methods of creativity and lessons on the history of art and teaching of arts. | يشمل المدارس  أو المعاهد المتخصصة التى تقوم بتدريس منهج مهني متخصص  في المجال تعليمالفنون الجميلة ووسائل كثيرة للأبداع الفني ودروس حول تاريخ الفن وتدريس الفن . | Active
34.1 |  | Biobank | Sample Collection | بنك الأنسجة | General | True | Department of Health Abu Dhabi | Post |  |  | Active
34.10 |  | Biobank | Environmental Biobanking | بنك الأنسجة | General | True | Department of Health Abu Dhabi | Post |  |  | Active
34.11 |  | Biobank | Digital Biobanking | بنك الأنسجة | General | True | Department of Health Abu Dhabi | Post |  |  | Active
34.12 |  | Biobank | Sample Processing | بنك الأنسجة | General | True | Department of Health Abu Dhabi | Post |  |  | Active
5.2.46 | 7110302 | Consultancy | Mining Industries Consultancy | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for consultancy in the field of mining industries. These offices may only engage in engineering consultation after being registered in the register | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجال الصناعات التعدينية ولا يجوز مزاولة الاستشارات الهندسية إلا بعد القيد في سجل مكاتب الاستشارات الهندسية ( السلطة أو الجهة المحلية للأم | Active
5.2.44 | 7110213 | Consultancy | Building Engineering Consultancy with 3D Printing Technology | الاستشارات | General | False |  |  | Includes providing engineering consultancies and services, and construction drawings for buildings that use the building system with 3D printing technology in their design and implementation, this includes preparing preliminary and final structural engine | يشمل المنشآت التي تقوم بتقديم الإستشارات والخدمات الهندسية والرسومات الإنشائية للأبنية التي تستخدم نظام البناء بتقنية الطباعة الثلاثية الأبعاد في تصميمها وتنفيذها، ويشمل ذلك إعداد الدراسات الهندسية الإنشائية الأولية والنهائية لمشروعات تلك لأبنية بكافة أنو | Active
5.2.47 | 7110305 | Consultancy | Food Industries Consultancy | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for consultancy in the field of food industries. These offices may only engage in engineering consultation after being registered in the register o | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجال الصناعات الغذائية ولا يجوز مزاولة الاستشارات الهندسية إلا بعد القيد في سجل مكاتب الاستشارات الهندسية ( السلطة أو الجهة المحلية للأما | Active
5.2.48 | 7110306 | Consultancy | Metal Industries Consultancy | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for consultancy in the field of mining industries. These offices may only engage in engineering consultation after being registered in the register | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجال الصناعات المعدنية ولا يجوز مزاولة الاستشارات الهندسية إلا بعد القيد في سجل مكاتب الاستشارات الهندسية ( السلطة أو الجهة المحلية للأما | Active
5.2.34 | 7110105 | Consultancy | Water Desalination Plants Engineering Consultancy | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for consultation in the field of desalination plants. The work of these offices shall be limited to the design or supervision of implementation. Th | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجال محطات تحلية المياه  ويشمل عمل تلك المكاتب في التصميم و الأشراف  علي التنفيذ   ولا يجوز مزاولة الاستشارات الهندسية إلا بعد القيد في س | Active
2.3.15 | 6202008 | IT Services | Auditing, Reviewing & Testing Cyber Risks | خدمات الحاسوب | General | False |  |  | Includes firms engaged in auditing the organizations’ compliance with the standards and documented procedures that identify risks and vulnerabilities within the existing IT environment, also, conducting penetration testing to the established security meas | يشمل المنشآت التي تقوم بتدقيق ومراجعة أنظمة الجهات الأخرى للتأكد من امتثالها للمعايير والإجراءات التي تكشف المخاطر والثغرات التي يمكن منها النفاذ لأنظمتها، كما يشمل اختبار مستوى أنظمة الحماية وتحديد نقاط الضعف والثغرات التي يمكن من خلالها مهاجمة والولوج ل | Active
2.3.16 | 6202012 | IT Services | Distributed Data Technology Services | خدمات الحاسوب | General | False |  |  | Includes firms that provide database management solutions and ancillary services based on distributed ledger technologies, such as blockchain, such firms are not permitted to trade in, or setup an exchange for currencies or crypto currencies or commoditie | يشمل المنشآت التي تقدم حلول إدارة قواعد البيانات والخدمات الإضافية بناء على تقنيات دفتر الأستاذ الموزع مثل تقنية سلسلة الكتل، لا يسمح لهذه المنشآت بالتداول أو إنشاء بورصة للعملات أو العملات المشفرة أو السلع أو تقديم أي خدمات مالية سواء كانت سمسرة أو معالج | Active
2.3.19 | 9512001 | IT Services | Repair of Wired and Wireless Communication Equipment and Devices | خدمات الحاسوب | General | False |  |  | Includes facilities that repair equipment and equipment related to telecommunications, telephones, telex, telex, etc., as well as related to wireless communications such as internal and external wireless devices | يشمل  المنشأت التى تقوم بإبصلاح المعدات والأجهزة المتعلقة بالإتصالات   السلكية والهواتف والتلكس والتلفاكس وماإليها وكذلك   المتعلقة بالإتصالات اللاسلكية مثل أجهزة اللاسلكى الداخلية والخارجية . | Active
2.3.17 | 6202013 | IT Services | Providing Metaverse Services | خدمات الحاسوب | General | False |  |  | Includes firms engaged in the development and hosting of digital virtual environments, which enable simulated interactions between individuals, such firms are not permitted to issue tokens which are traded on exchanges or trade in crypto commodities | يشمل المنشآت العاملة في تطوير واستضافة البيئات الافتراضية الرقمية التي تتيح محاكاة التفاعلات بين الأفراد، لا يسمح لهذه المنشآت إصدار الرموز التي يتم تداولها في البورصات أو تداول السلع المشفرة | Active
2.3.20 | 9512003 | IT Services | Repair and Maintenance of Sensor Devices and Communication Systems | خدمات الحاسوب | General | False |  |  | Activities focused on providing maintenance services for sensors and communication products | تركز الأنشطة على تقديم خدمات الصيانة لأجهزة الاستشعار ومنتجات الاتصالات | Active
5.2.32 | 7110103 | Consultancy | Electricity Facilities Engineering Consultancy | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for the work of electrical facilities in all its branches and specializations such as: Power engineering, network engineering and distribution. | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة بعمل المنشأت الكهرباية  بجميع فروعها   وتخصصاتها الدقيقة  مثل: هندسة القوى وهندسة   الشبكات والتوزيع  ويشمل عمل تلك المكاتب في التصميم أو الأشراف علي الت | Active
5.2.35 | 7110106 | Consultancy | Mechanical Engineering Consultancy | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for consultancy in the field of mechanical engineering in all its branches and specialties. The work of these offices shall be limited to the desig | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجال الهندسة الميكانيكية بجميع فروعها وتخصصاتها الدقيقة ويشمل عمل تلك المكاتب في التصميم و الأشراف  علي التنفيذ   ولا يجوز مزاولة الاستشا | Active
5.2.33 | 7110104 | Consultancy | Electronic Engineering Consultancy | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and special specifications for consultancy in the field of electronic engineering in all its branches and specialties. The work of these offices shall be limited to t | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  للأستشارات في مجال الهندسة الإلكترونية بجميع فروعها   وتخصصاتها الدقيقة  ويشمل عمل تلك المكاتب في التصميم أو الأشراف علي التنفيذ   ولا يجوز مزاولة الاست | Active
5.2.36 | 7110107 | Consultancy | Power Plants Engineering Consultancy | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for consultancy in the field of power plants. The work of these offices shall be limited to the design or supervision of implementation. They may o | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجال محطات الطاقة ويشمل عمل تلك المكاتب في التصميم و الأشراف  علي التنفيذ   ولا يجوز مزاولة الاستشارات الهندسية إلا بعد القيد في سجل مكات | Active
5.2.49 | 7110307 | Consultancy | Consumer Products Consultancy | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for consultancy in the field of consumer products. These offices may only engage in engineering consultation after being registered in the register | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجال المنتجات الأستهلاكية ولا يجوز مزاولة الاستشارات الهندسية إلا بعد القيد في سجل مكاتب الاستشارات الهندسية ( السلطة أو الجهة المحلية لل | Active
5.2.50 | 7110403 | Consultancy | Engineering consultations on alternative energy and research | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for consultancy in the field of alternative energy and research. These offices may only engage in engineering consultation after being registered i | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجال الطاقة البديلة والبحوث  ولا يجوز مزاولة الاستشارات الهندسية إلا بعد القيد في سجل مكاتب الاستشارات الهندسية ( السلطة أو الجهة المحلية | Active
5.2.51 | 7110405 | Consultancy | Mines and Mining Engineering Consultancy and Geological Engineering | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for mining and geoengineering consultancy (including activities, services and consultancy in the field of mining engineering with all or most of it | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجال المناجم والتعدين والهندسة الجيولوجية  (  يشمل الأنشطة والخدمات والاستشارات في مجال   هندسة المناجم والتعدين وفروعها وتخصصاتها   الدق | Active
5.2.52 | 7110406 | Consultancy | Petroleum and Chemical Engineering Consultancy | الاستشارات | General | False |  |  | This includes specialized engineering consultancy offices that prepare designs, drawings and specifications for consultancy in the field of petroleum engineering and mechanical engineering. These offices may only engage in engineering consultation after b | يشمل المكاتب  الأستشاريه الهندسية المتخصصة  والتي تقوم بإعداد التصميمات   والرسومات والمواصفات الخاصة  بالأستشارات في مجال هندسة البترول والهندسة الميكانيكية ولا يجوز مزاولة الاستشارات الهندسية إلا بعد القيد في سجل مكاتب الاستشارات الهندسية ( السلطة أو ال | Active
5.2.53 | 7110501 | Consultancy | Comprehensive Architectural Planning Engineering Consultancy | الاستشارات | General | False |  |  | This includes specialized engineering offices which are accredited by the competent local authorities and are engaged in the field of engineering services in the urban design with all or most of its branches and specialties, such as urban and regional pla | تشمل المكاتب الهندسية المتخصصة والمعتمدة من السلطات المحلية المختصة والتي تعمل في مجال أنشطة الخدمات الهندسية في مجال التصميم   العمراني بجميع فروعه وتخصصاته الدقيقة أو معظمها   مثل هندسة تخطيط المدن والأقاليم وهندسة التصميمات   الحضرية والبيئية وغيرها, و | Active
5.2.54 | 7110508 | Consultancy | Hydrographic Engineering Surveying Services | الاستشارات | General | False |  |  | Includes mapping of seabed, execution of all types of hydrographic survey related works, participation in different construction projects inside water or coastlines, preparation of all kind of hydrographic maps with different scales, production of tidal c | يشمل إعداد المخططات والرسومات الخاصة   بقاع المسطحات المائية, القيام بالأعمال   والدراسات المتعلقة بالمساحة البحرية,   المشاركة في تنفيذ المشاريع الإنشائية   داخل المياه والمسطحات المائية والشواطىء,   إعداد الخرائط للأعمال الهندسية والبحرية,   إعداد جداول | Active
5.2.28 | 7020023 | Consultancy | Procurement Consulting | الاستشارات | General | False |  |  | This includes the institutions engaged in the procurement consultancy, including procurement analysis, identification of savings opportunities, identification of deficiencies and how to address them to reduce procurement costs, identification of specifica | يشمل المنشآت التي تعمل في مجال إستشارات المشتريات بما في ذلك تحليل عمليات الشراء وتحديد فرص التوفير, تحديد أوجه القصور وكيفية معالجتها لخفض تكاليف الشراء, تحديد المواصفات وإجراءات العطاءات, تحديد مصادر الشراء بالإستعانة بأفضل المعايير بما في ذلك التجارة ا | Active
5.2.29 | 7020025 | Consultancy | Food Safety Consulting | الاستشارات | General | False |  |  | Includes providing consultancy in the areas of  food (food safety) to represent the vital link between marketing and product development so as to meet the growing needs of the acquisition of skills and basic knowledge in the areas of health food, also inc | يشمل تقديم الإستشارات في مجالات المواد الغذائية الصحية لتمثل رابطا أساسيا بين عمليات التسويق وتطوير المنتج وذلك لتلبية الإحتياجات المتزايدة لإكتساب المهارات والمعرفة الأساسية في مجالات الأغذية الصحية, كما يشمل تطوير وصفات المنتجات الجديدة, تحديد مصادر الم | Active
5.2.30 | 7020026 | Consultancy | Consulting Technical Equipment And Technical | الاستشارات | General | False |  |  | It includes professional establishments that provide consulting services in the field of electronic equipment, audio-visual systems, television and radio production, lighting systems, and other services for studios, theatres, conference halls, educational | يشمل  المنشأت المهنية التي تقدم  الخدمات الاستشارية في مجال   التجهيزات الإلكترونية والأنظمة السمعية   والبصرية والإنتاج التلفزيوني والإذاعي   وأنظمة الإضاءة وغيرها من الخدمات وذلك   للإستوديوهات والمسارح وقاعات المؤتمرات   ومختبرات الوسائل التعليمية وماإ | Active
2.3.6 | 4651001 | IT Services | Wholesale Trade of Computer Systems and Accessories | خدمات الحاسوب | General | False |  |  | It includes commercial establishments specialized in wholesale trade of computer devices, such as monitors, memory storage units, printers, stamp cables, plotters, CD/DVD readers, text formatting devices, and other devices and accessories. | يشمل المنشأت التجارية المتخصصة في الأتجار بالجملة في  أجهزة الحاسب الآلي (الكمبيوتر) من   شاشات ووحدات تخزين الذاكرة وطابعات وكابلات الطوابع وراسمات وأجهزة   قراءة الأقراص المدمجة وأجهزة تنسيق النصوص وغيرها   من الأجهزة والملحقات. | Active
5.1.114 | 8219002 | Service Provider | Documents Copying Services | مزود الخدمات | Special | False |  |  | Includes establishments which activity is to prepare additional copies of the documents of different types, whether they are visual, printed, recorded on audio or video tapes, on films or in the form of photographs or microfilms, etc., and whether through | يشمل المنشآت التي يقوم نشاطها علي إعداد نسخ   إضافية للوثائق بإختلاف أنواعها سواء أكانت   مرئية أو مطبوعة أو مسجلة علي شرائط صوتية  أو مرئية أو علي أفلام سينمائية أو كانت علي   تشملئة صور فوتوغرافية أو شرائح ميكروفيلمية أو  غير ذلك. وسواء تم ذلك عن طريق ا | Active
4.1.13 | 8549024 | Training and Development | Training on Banking and Financial Services | التطوير والتدريب | General | False |  |  | It entails training on individual and corporate financial activities and resources planning, guidance, organization and monitoring. It includes banking services, financial theory, investment analysis, investments and securities, pensions and brokerage. | يشمل التدريب علي التخطيط، التوجيه، التنظيم  ومراقبة الأنشطة و الموارد  المالية للمؤسسات والأفراد، ويشمل ذلك خدمات المصارف، النظرية المالية، تحليل الاستثمار، الاستثمارات والأوراق المالية، المعاشات، الوساطة في الأوراق المالية. | Active
4.1.14 | 8549025 | Training and Development | Hotel Education and Training | التطوير والتدريب | General | False |  |  | It entails the training of human resources working in tourism institutions – including hotels, restaurants, etc. – with regard to reception, accommodation booking, car rental, accounting and training on dealing with gusts. | يشمل خدمات تدريب العناصر البشرية العاملة في تدريب العاملين في المؤسسات السياحية كالفنادق  والمطاعم السياحية وماشابها , علي الإستقبال وعمل حجوزات الإقامة وإستئجار السيارات والمحاسبة والتدريب علي كيفية التعامل مع النزلاء, | Active
